,Unnamed: 0,Date_Published,Locality,Type_of_Property,Price
6062,6062,April,QAWRA,apartment,155000
6063,6063,April,QAWRA,maisonette,265000
6064,6064,April,QAWRA,maisonette,160000
6065,6065,April,QORMI,house of character of character,270000
6066,6066,April,QORMI,maisonette,175000
6067,6067,April,QORMI,townhouse,185000
6068,6068,April,QRENDI,penthouse,115000
6069,6069,April,QRENDI,character,560000
6070,6070,April,QRENDI,maisonette,125000
6071,6071,April,QRENDI,plot,244000
6072,6072,April,QRENDI,maisonette,122000
6073,6073,April,RABAT,house of character of character,425000
6074,6074,April,RABAT,apartment,450000
6075,6075,April,RABAT,house of character of character,425000
6076,6076,April,RABAT,maisonette,160000
6077,6077,April,RABAT,plot,600000
6078,6078,April,SAFI,house of character of character,350000
6079,6079,April,SAFI,house of character of character,350000
6080,6080,April,SAFI,maisonette,265000
6081,6081,April,SALINA,farmhouse,790000
6082,6082,April,SAN ĠWANN,villa,750000
6083,6083,April,SAN ĠWANN,apartment,189000
6084,6084,April,SAN ĠWANN,house of character of character,340000
6085,6085,April,SAN ĠWANN,penthouse,350000
6086,6086,April,SAN ĠWANN,apartment,203000
6087,6087,April,SAN ĠWANN,apartment,700000
6088,6088,April,SAN ĠWANN,apartment,148000
6089,6089,April,SAN ĠWANN,apartment,165000
6090,6090,April,SAN ĠWANN,apartment,165000
6091,6091,April,SAN ĠWANN,apartment,165000
6092,6092,April,SAN ĠWANN,penthouse,126500
6093,6093,April,SAN ĠWANN,apartment,115000
6094,6094,April,SAN ĠWANN,house of character of character,318500
6095,6095,April,SAN PAWL,apartment,245000
6096,6096,April,SAN PAWL,villa,850000
6097,6097,April,SAN PAWL,villa,690000
6098,6098,April,SAN PAWL,penthouse,357000
6100,6100,April,SAN PAWL,apartment,243000
6101,6101,April,SAN PAWL,apartment,245000
6102,6102,April,SAN PAWL,villa,800000
6103,6103,April,SANTA MARIA,villa,565000
6104,6104,April,SENGLEA,townhouse,125000
6105,6105,April,SENGLEA,townhouse,295000
6106,6106,April,SIĠĠIEWI,maisonette,215000
6107,6107,April,SIĠĠIEWI,maisonette,215000
6108,6108,April,SLIEMA,apartment,338000
6109,6109,April,SLIEMA,house of character of character,225000
6110,6110,April,SLIEMA,apartment,260000
6111,6111,April,SLIEMA,townhouse,425000
6112,6112,April,SLIEMA,apartment,250000
6113,6113,April,SLIEMA,apartment,600000
6114,6114,April,SLIEMA,apartment,325000
6115,6115,April,SLIEMA,apartment,495000
6116,6116,April,SLIEMA,townhouse,535000
6117,6117,April,SLIEMA,apartment,335000
6118,6118,April,SLIEMA,apartment,295000
6119,6119,April,SLIEMA,apartment,340000
6120,6120,April,SLIEMA,apartment,160000
6121,6121,April,SLIEMA,townhouse,695000
6122,6122,April,SLIEMA,maisonette,385000
6123,6123,April,SLIEMA,apartment,695000
6124,6124,April,SLIEMA,apartment,160000
6125,6125,April,SLIEMA,apartment,245000
6126,6126,April,SLIEMA,apartment,160000
6127,6127,April,SLIEMA,apartment,390000
6128,6128,April,SLIEMA,apartment,350000
6129,6129,April,SLIEMA,penthouse,799000
6130,6130,April,SLIEMA,apartment,475000
6131,6131,April,SLIEMA,apartment,275000
6132,6132,April,SLIEMA,apartment,250000
6133,6133,April,SLIEMA,apartment,229000
6134,6134,April,SLIEMA,maisonette,199000
6135,6135,April,SLIEMA,penthouse,560000
6136,6136,April,SLIEMA,apartment,295000
6137,6137,April,SLIEMA,apartment,600000
6138,6138,April,SLIEMA,apartment,500000
6139,6139,April,SLIEMA,apartment,435000
6140,6140,April,SLIEMA,townhouse,535000
6141,6141,April,SLIEMA,townhouse,695000
6142,6142,April,SLIEMA,townhouse,695000
6143,6143,April,SPINOLA,apartment,730000
6144,6144,April,ST JULIANS,apartment,380000
6145,6145,April,ST JULIANS,penthouse,270000
6146,6146,April,ST JULIANS,apartment,240000
6147,6147,April,ST JULIANS,penthouse,800000
6148,6148,April,ST JULIANS,apartment,425000
6149,6149,April,ST JULIANS,apartment,475000
6150,6150,April,ST JULIANS,penthouse,275000
6151,6151,April,ST JULIANS,apartment,250000
6152,6152,April,ST JULIANS,apartment,349000
6153,6153,April,ST JULIANS,apartment,260000
6154,6154,April,ST JULIANS,apartment,255000
6155,6155,April,ST JULIANS,apartment,389000
6156,6156,April,ST JULIANS,penthouse,290000
6157,6157,April,ST JULIANS,apartment,599000
6158,6158,April,ST JULIANS,apartment,140000
6159,6159,April,ST JULIANS,apartment,240000
6160,6160,April,ST JULIANS,apartment,277000
6161,6161,April,ST JULIANS,apartment,340000
6162,6162,April,ST JULIANS,apartment,150000
6163,6163,April,ST JULIANS,house of character of character,335000
6164,6164,April,ST JULIANS,apartment,475000
6165,6165,April,ST JULIANS,apartment,430000
6166,6166,April,ST JULIANS,apartment,260000
6167,6167,April,ST PAUL,apartment,139000
6168,6168,April,ST PAUL,store,450000
6169,6169,April,ST PAUL,apartment,170000
6170,6170,April,ST PAUL,apartment,295000
6171,6171,April,ST PAUL,apartment,105000
6172,6172,April,ST PAUL,apartment,220000
6173,6173,April,ST PAUL,penthouse,210000
6174,6174,April,ST PAUL,apartment,159000
6175,6175,April,ST PAUL,apartment,195000
6176,6176,April,ST PAUL,apartment,145000
6177,6177,April,ST VENERA,apartment,106000
6178,6178,April,ST VENERA,maisonette,207000
6179,6179,April,ST VENERA,penthouse,195000
6180,6180,April,ST VENERA,maisonette,159000
6181,6181,April,ST VENERA,townhouse,79500
6182,6182,April,SWATAR,apartment,159000
6183,6183,April,SWATAR,apartment,190000
6184,6184,April,SWIEQI,maisonette,383000
6185,6185,April,SWIEQI,apartment,430000
6186,6186,April,SWIEQI,penthouse,298000
6187,6187,April,SWIEQI,apartment,255000
6188,6188,April,SWIEQI,apartment,250000
6189,6189,April,SWIEQI,apartment,210000
6190,6190,April,TA,apartment,399000
6191,6191,April,TAL IBRAĠ,apartment,340000
6192,6192,April,TAL IBRAĠ,maisonette,370000
6193,6193,April,TAL IBRAĠ,villa,1000000
6194,6194,April,TAL IBRAĠ,apartment,275000
6195,6195,April,TAL IBRAĠ,apartment,310000
6196,6196,April,TAL IBRAĠ,apartment,375000
6197,6197,April,TAL IBRAĠ,maisonette,440000
6198,6198,April,TAL IBRAĠ,penthouse,325000
6199,6199,April,TARXIEN,apartment,189500
6200,6200,April,TARXIEN,townhouse,148000
6201,6201,April,TARXIEN,apartment,120000
6202,6202,April,TARXIEN,apartment,85000
6203,6203,April,TARXIEN,maisonettes,85000
6204,6204,April,TARXIEN,character,85000
6205,6205,April,VALLETTA,character,1888000
6206,6206,April,VALLETTA,apartment,630000
6207,6207,April,VICTORIA,apartment,1400000
6208,6208,April,VICTORIA,villa,1400000
6209,6209,April,XEMXIJA,maisonette,305000
6210,6210,April,XGĦAJRA,apartment,106000
6211,6211,April,XGĦAJRA,apartment,275000
6212,6212,April,ŻABBAR,maisonette,225000
6213,6213,April,ŻABBAR,apartment,107000
6214,6214,April,ŻABBAR,house of character of character,310000
6215,6215,April,ŻABBAR,townhouse,325000
6216,6216,April,ŻABBAR,apartment,110000
6217,6217,April,ŻABBAR,penthouse,94000
6218,6218,April,ŻABBAR,apartment,108500
6219,6219,April,ŻABBAR,maisonette,147800
6220,6220,April,ŻABBAR,apartment,195000
6221,6221,April,ŻABBAR,apartment,138000
6222,6222,April,ŻABBAR,maisonettes,120000
6223,6223,April,ŻABBAR,maisonette,107000
6224,6224,April,ŻABBAR,apartment,98000
6225,6225,April,ŻABBAR,farmhouse,400000
6226,6226,April,ŻABBAR,house of character of character,95000
6227,6227,April,ŻEBBIEGĦ,apartment,180000
6228,6228,April,ŻEBBUĠ,character,265000
6229,6229,April,ŻEBBUĠ,character,539000
6230,6230,April,ŻEBBUĠ,maisonette,185000
6231,6231,April,ŻEBBUĠ,maisonettes,190000
6232,6232,April,ŻEBBUĠ,character,539000
6233,6233,April,ŻEBBUĠ,apartment,150000
6234,6234,April,ŻEBBUĠ,apartment,215000
6235,6235,April,ŻEBBUĠ,plot,515000
6236,6236,April,ŻEBBUĠ,apartment,154500
6237,6237,April,ŻEBBUĠ,character,395000
6238,6238,April,ŻEJTUN,character,398000
6239,6239,April,ŻEJTUN,house of character of character,390000
6240,6240,April,ŻEJTUN,penthouse,138500
6241,6241,April,ŻEJTUN,penthouse,211000
6242,6242,April,ŻEJTUN,apartment,128000
6243,6243,April,fully,maisonette,239000
6244,6244,April,ŻEJTUN,townhouse,305000
6245,6245,April,ŻURRIEQ,apartment,110000
6246,6246,April,ŻURRIEQ,apartment,139000
6247,6247,April,ŻURRIEQ,apartment,112000
6248,6248,April,ŻURRIEQ,penthouse,128000
6249,6249,April,ATTARD,apartment,200000
6250,6250,April,BAĦAR IĊ-ĊAGĦAQ,villa,5300000
6251,6251,April,BIRKIRKARA,apartment,150000
6252,6252,April,FLEUR,house of character of character,395000
6253,6253,April,GĦAXAQ,character,315000
6254,6254,April,GUARDAMANGIA,apartment,130000
6255,6255,April,GŻIRA,apartment,295000
6256,6256,April,LIJA,apartment,199000
6257,6257,April,MADLIENA,character,1750000
6258,6258,April,MELLIEĦA,bungalow,1300000
6259,6259,April,MSIDA,maisonette,174000
6260,6260,April,NAXXAR,apartment,235000
6261,6261,April,QORMI,penthouse,339000
6262,6262,April,QORMI,apartment,165000
6263,6263,April,SAN ĠWANN,house of character of character,319000
6264,6264,April,ST VENERA,apartment,159000
6265,6265,April,TA,apartment,265000
6266,6266,April,THE,maisonette,545000
6267,6267,April,TIGNÉ,apartment,660000
6268,6268,March,QORMI,maisonette,152000
6269,6269,March,SWIEQI,maisonette,367000
6270,6270,March,MARSAXLOKK,house of character of character,315000
6271,6271,March,NAXXAR,character,790000
6272,6272,March,SLIEMA,apartment,330000
6273,6273,March,BAĦAR IĊ-ĊAGĦAQ,penthouse,295000
6274,6274,March,MELLIEĦA,apartment,210000
6275,6275,March,SLIEMA,apartment,445000
6277,6277,April,MSIDA,apartment,165000
6278,6278,April,SAN ĠWANN,maisonette,245000
6279,6279,April,SLIEMA,apartment,339000
6280,6280,April,ATTARD,plot,760000
6281,6281,April,ATTARD,house of character of character,480000
6282,6282,April,ATTARD,bungalow,950000
6283,6283,April,ATTARD,house of character of character,530000
6284,6284,April,ATTARD,bungalow,850000
6285,6285,April,ATTARD,bungalow,760000
6286,6286,April,ATTARD,maisonette,210000
6287,6287,April,ATTARD,villa,480000
6288,6288,April,ATTARD,apartment,140000
6289,6289,April,BAĦAR IĊ-ĊAGĦAQ,apartment,265000
6290,6290,April,BAĦAR IĊ-ĊAGĦAQ,villa,5500000
6291,6291,April,BAĦAR IĊ-ĊAGĦAQ,maisonette,400000
6292,6292,April,BAĦAR IĊ-ĊAGĦAQ,maisonette,390000
6293,6293,April,BAĦAR IĊ-ĊAGĦAQ,apartment,185000
6294,6294,April,BAĦRIJA,apartment,249000
6295,6295,April,BALZAN,townhouse,440000
6296,6296,April,BALZAN,maisonette,315000
6297,6297,April,BALZAN,house of character of character,489000
6298,6298,April,BALZAN,apartment,234000
6299,6299,April,BALZAN,maisonette,298000
6300,6300,April,BALZAN,townhouse,670000
6301,6301,April,BIRGUMA,bungalow,888000
6302,6302,April,BIRKIRKARA,maisonette,290000
6303,6303,April,BIRKIRKARA,apartment,185000
6304,6304,April,BIRKIRKARA,apartment,149000
6305,6305,April,BIRKIRKARA,apartment,160000
6306,6306,April,BIRKIRKARA,townhouse,190000
6307,6307,April,BIRŻEBBUĠA,apartment,165000
6308,6308,April,BIRŻEBBUĠA,maisonette,175000
6309,6309,April,BIRŻEBBUĠA,restaurant,760000
6310,6310,April,BIRŻEBBUĠA,apartment,151900
6311,6311,April,BUĠIBBA,apartment,295000
6312,6312,April,BUĠIBBA,apartment,295000
6313,6313,April,BUĠIBBA,apartment,290000
6314,6314,April,BUĠIBBA,apartment,395000
6315,6315,April,BUĠIBBA,house of character of character,430000
6316,6316,April,BUĠIBBA,apartment,200000
6317,6317,April,BUĠIBBA,apartment,135000
6318,6318,April,COSPICUA,house of character of character,180000
6319,6319,April,FGURA,apartment,136000
6320,6320,April,FGURA,penthouse,199000
6321,6321,April,FGURA,penthouse,160000
6322,6322,April,FGURA,maisonette,129000
6323,6323,April,FGURA,penthouse,120000
6324,6324,April,FGURA,maisonette,149000
6325,6325,April,FGURA,apartment,102000
6326,6326,April,FGURA,penthouse,119000
6327,6327,April,FGURA,maisonette,110000
6328,6328,April,FGURA,maisonette,180000
6329,6329,April,FLEUR,penthouse,180000
6330,6330,April,FLORIANA,shop,100000
6331,6331,April,FORT,apartment,565000
6332,6332,April,GĦARGĦUR,apartment,195000
6333,6333,April,GĦARGĦUR,apartment,205000
6334,6334,April,GĦARGĦUR,apartment,220000
6335,6335,April,GĦARGĦUR,apartment,198000
6336,6336,April,GĦARGĦUR,penthouse,450000
6337,6337,April,GĦAXAQ,character,449000
6338,6338,April,GOZO FONTANA,farmhouse,495000
6339,6339,April,GOZO GĦAJNSIELEM,apartment,94500
6340,6340,April,GOZO GĦAJNSIELEM,apartment,169500
6341,6341,April,GOZO MARSALFORN,apartment,260000
6342,6342,April,GOZO NADUR,plot,165000
6343,6343,April,GOZO NADUR,apartment,244000
6344,6344,April,GOZO QALA,penthouse,158000
6345,6345,April,GOZO SANNAT,farmhouse,354000
6346,6346,April,GOZO SANNAT,penthouse,110000
6347,6347,April,GOZO SANNAT,farmhouse,220000
6348,6348,April,GOZO XAGĦRA,apartment,165000
6349,6349,April,GUARDAMANGIA,apartment,149000
6350,6350,April,GUARDAMANGIA,maisonette,170000
6351,6351,April,GUARDAMANGIA,apartment,149000
6352,6352,April,GUDJA,house of character of character,532000
6353,6353,April,GŻIRA,apartment,159000
6354,6354,April,GŻIRA,apartment,185000
6355,6355,April,GŻIRA,apartment,185000
6356,6356,April,ĦAMRUN,townhouse,200000
6357,6357,April,IKLIN,maisonette,310000
6358,6358,April,IKLIN,penthouse,450000
6359,6359,April,KALKARA,maisonette,185000
6360,6360,April,KALKARA,house of character of character,425000
6361,6361,April,KALKARA,apartment,250000
6362,6362,April,KALKARA,apartment,176000
6363,6363,April,KALKARA,penthouse,200000
6364,6364,April,KAPPARA,maisonette,395000
6365,6365,April,KAPPARA,maisonette,395000
6366,6366,April,KIRKOP,apartment,131500
6367,6367,April,LIJA,apartment,220000
6368,6368,April,LIJA,townhouse,239000
6369,6369,April,LIJA,apartment,158000
6370,6370,April,LUQA,maisonette,239000
6371,6371,April,LUQA,maisonette,235000
6372,6372,April,MADLIENA,maisonette,355000
6373,6373,April,MADLIENA,apartment,650000
6374,6374,April,MADLIENA,penthouse,475000
6375,6375,April,MADLIENA,maisonette,355000
6376,6376,April,MADLIENA,apartment,320000
6377,6377,April,MANIKATA,apartment,210000
6378,6378,April,MANIKATA,apartment,265000
6379,6379,April,MANIKATA,apartment,260000
6380,6380,April,MANIKATA,apartment,210000
6381,6381,April,MANIKATA,apartment,245000
6382,6382,April,MARSASCALA,maisonette,260000
6383,6383,April,MARSASCALA,apartment,120000
6384,6384,April,MARSASCALA,apartment,160000
6385,6385,April,MARSASCALA,maisonettes,105000
6386,6386,April,MARSASCALA,penthouse,399000
6387,6387,April,MARSASCALA,penthouse,230000
6388,6388,April,MARSASCALA,apartment,180000
6389,6389,April,MARSASCALA,apartment,150000
6390,6390,April,MARSASCALA,maisonette,138000
6391,6391,April,MARSASCALA,maisonette,232000
6392,6392,April,MARSASCALA,maisonette,170000
6393,6393,April,MARSASCALA,apartment,225000
6394,6394,April,MARSASCALA,apartment,140000
6395,6395,April,MARSAXLOKK,house of character of character,315000
6396,6396,April,MARSAXLOKK,townhouse,480000
6397,6397,April,MELLIEĦA,apartment,495000
6398,6398,April,MELLIEĦA,apartment,176000
6399,6399,April,MELLIEĦA,bungalow,975000
6400,6400,April,MELLIEĦA,villa,1200000
6401,6401,April,MELLIEĦA,maisonette,140000
6402,6402,April,MELLIEĦA,apartment,180000
6403,6403,April,MELLIEĦA,bungalow,1350000
6404,6404,April,MELLIEĦA,bungalow,975000
6405,6405,April,MELLIEĦA,apartment,210000
6406,6406,April,MELLIEĦA,maisonette,295000
6407,6407,April,MELLIEĦA,penthouse,800000
6408,6408,April,MELLIEĦA,apartment,225000
6409,6409,April,MELLIEĦA,townhouse,285000
6410,6410,April,MELLIEĦA,apartment,510000
6411,6411,April,MĠARR,maisonette,205000
6412,6412,April,MĠARR,apartment,240000
6413,6413,April,MĠARR,penthouse,230000
6414,6414,April,MOSTAħajtar,maisonette,175000
6415,6415,April,MOSTA,apartment,191000
6416,6416,April,MOSTA,apartment,125000
6417,6417,April,MOSTA,penthouse,271000
6418,6418,April,MOSTA,house of character of character,528000
6419,6419,April,MOSTA,apartment,260000
6420,6420,April,MOSTA,apartment,172000
6421,6421,April,MOSTA,maisonette,210000
6423,6423,April,MOSTA,maisonette,175000
6424,6424,April,MQABBA,house of character of character,435000
6425,6425,April,MRIEĦEL,villa,445000
6426,6426,April,MSIDA,warehouse,595000
6427,6427,April,MSIDA,penthouse,245000
6428,6428,April,MSIDA,apartment,191000
6429,6429,April,MSIDA,warehouse,595000
6430,6430,April,MSIDA,penthouse,165000
6431,6431,April,MSIDA,apartment,185000
6432,6432,April,MSIDA,apartment,185000
6433,6433,April,MSIDA,maisonette,195000
6434,6434,April,MSIDA,apartment,309000
6435,6435,April,MSIDA,apartment,115000
6436,6436,April,MSIDA,apartment,80000
6437,6437,April,MSIDA,house of character of character,372000
6438,6438,April,MSIDA,apartment,220000
6439,6439,April,MSIDA,townhouse,196000
6440,6440,April,MSIDA,apartment,175000
6441,6441,April,MSIDA,apartment,205000
6442,6442,April,MTARFA,maisonette,210000
6443,6443,April,NAXXAR,apartment,185000
6444,6444,April,NAXXAR,townhouse,840000
6445,6445,April,NAXXAR,apartment,224000
6446,6446,April,NAXXAR,character,875000
6447,6447,April,NAXXAR,apartment,185000
6448,6448,April,NAXXAR,apartment,170000
6449,6449,April,NAXXAR,house of character of character,595000
6450,6450,April,NAXXAR,townhouse,199000
6451,6451,April,NAXXAR,house of character of character,600000
6452,6452,April,PAOLA,maisonettes,150000
6453,6453,April,PAOLA,apartment,111000
6454,6454,April,PAOLA,maisonette,85000
6455,6455,April,PAOLA,townhouse,198000
6456,6456,April,PAOLA,house of character of character,340000
6457,6457,April,PENDERGARDENS,apartment,535000
6458,6458,April,PIETÀ,apartment,164000
6459,6459,April,PIETÀ,apartment,200000
6460,6460,April,PIETÀ,apartment,98500
6461,6461,April,PIETÀ,apartment,200000
6462,6462,April,PIETÀ,apartment,140000
6463,6463,April,PIETÀ,penthouse,190000
6464,6464,April,PORTOMASO,apartment,695000
6465,6465,April,PORTOMASO,apartment,375000
6467,6467,April,QAWRA,maisonette,279000
6468,6468,April,QAWRA,apartment,200000
6469,6469,April,QAWRA,apartment,160000
6470,6470,April,QAWRA,apartment,155000
6471,6471,April,QAWRA,apartment,120000
6472,6472,April,QAWRA,penthouse,145000
6473,6473,April,QAWRA,apartment,180000
6474,6474,April,QAWRA,apartment,135000
6475,6475,April,QAWRA,apartment,170000
6476,6476,April,QAWRA,apartment,185000
6477,6477,April,QAWRA,maisonette,130000
6478,6478,April,QAWRA,apartment,155000
6479,6479,April,QAWRA,apartment,137000
6480,6480,April,QAWRA,maisonette,160000
6481,6481,April,QORMI,penthouse,339000
6482,6482,April,QORMI,penthouse,115000
6483,6483,April,QORMI,apartment,123000
6484,6484,April,QRENDI,character,560000
6485,6485,April,QRENDI,maisonette,250000
6486,6486,April,RABAT,villa,635000
6487,6487,April,RABAT,character,480000
6488,6488,April,RABAT,plot,725000
6489,6489,April,SAFI,house of character of character,350000
6490,6490,April,SAN ĠWANN,villa,900000
6491,6491,April,SAN ĠWANN,apartment,160000
6492,6492,April,SAN ĠWANN,apartment,165000
6493,6493,April,SAN ĠWANN,apartment,255000
6494,6494,April,SAN PAWL,bungalow,1600000
6495,6495,April,SAN PAWL,apartment,243000
6496,6496,April,SAN PAWL,villa,750000
6497,6497,April,SANTA MARIA,plot,595000
6498,6498,April,SENGLEA,townhouse,199000
6499,6499,April,SENGLEA,townhouse,125000
6500,6500,April,SIĠĠIEWI,penthouse,305000
6501,6501,April,SIĠĠIEWI,apartment,220000
6502,6502,April,SIĠĠIEWI,townhouse,415000
6503,6503,April,SLIEMA,apartment,260000
6504,6504,April,SLIEMA,apartment,245000
6505,6505,April,SLIEMA,apartment,270000
6506,6506,April,SLIEMA,townhouse,535000
6507,6507,April,SLIEMA,apartment,375000
6508,6508,April,SLIEMA,apartment,810000
6509,6509,April,SLIEMA,penthouse,1295000
6510,6510,April,SLIEMA,apartment,325000
6511,6511,April,SLIEMA,apartment,325000
6512,6512,April,SLIEMA,townhouse,535000
6513,6513,April,SLIEMA,apartment,335000
6514,6514,April,SLIEMA,apartment,1350000
6515,6515,April,SLIEMA,apartment,249000
6516,6516,April,SLIEMA,apartment,850000
6517,6517,April,SLIEMA,townhouse,530000
6518,6518,April,SLIEMA,townhouse,695000
6519,6519,April,SLIEMA,apartment,249000
6520,6520,April,SLIEMA,apartment,189000
6521,6521,April,SLIEMA,apartment,435000
6522,6522,April,SLIEMA,plot,720000
6523,6523,April,SLIEMA,apartment,250000
6524,6524,April,SLIEMA,apartment,990000
6525,6525,April,SLIEMA,apartment,468000
6526,6526,April,SLIEMA,apartment,1050000
6527,6527,April,SLIEMA,penthouse,495000
6528,6528,April,SLIEMA,apartment,460000
6529,6529,April,SLIEMA,maisonette,650000
6530,6530,April,SLIEMA,townhouse,720000
6531,6531,April,SLIEMA,townhouse,420000
6532,6532,April,SLIEMA,apartment,189000
6533,6533,April,ST JULIANS,apartment,285000
6534,6534,April,ST JULIANS,apartment,475000
6535,6535,April,ST JULIANS,apartment,430000
6536,6536,April,ST JULIANS,maisonette,435000
6537,6537,April,ST JULIANS,maisonette,435000
6538,6538,April,ST JULIANS,apartment,290000
6539,6539,April,ST JULIANS,penthouse,290000
6540,6540,April,ST JULIANS,penthouse,270000
6541,6541,April,ST JULIANS,apartment,429000
6542,6542,April,ST JULIANS,apartment,389000
6543,6543,April,ST JULIANS,penthouse,645000
6544,6544,April,ST JULIANS,apartment,279000
6545,6545,April,ST JULIANS,apartment,285000
6546,6546,April,ST JULIANS,apartment,210000
6547,6547,April,ST JULIANS,apartment,250000
6548,6548,April,ST JULIANS,apartment,475000
6549,6549,April,ST JULIANS,maisonette,435000
6550,6550,April,ST JULIANS,apartment,239000
6551,6551,April,ST JULIANS,apartment,425000
6552,6552,April,ST JULIANS,apartment,250000
6553,6553,April,ST JULIANS,apartment,345000
6554,6554,April,ST JULIANS,apartment,475000
6555,6555,April,ST JULIANS,apartment,349000
6556,6556,April,ST JULIANS,house of character of character,530000
6557,6557,April,ST JULIANS,apartment,319000
6558,6558,April,ST JULIANS,townhouse,550000
6559,6559,April,ST JULIANS,apartment,299000
6560,6560,April,ST PAUL,penthouse,480000
6561,6561,April,ST PAUL,store,450000
6562,6562,April,ST PAUL,apartment,150000
6563,6563,April,ST PAUL,apartment,295000
6564,6564,April,ST PAUL,penthouse,210000
6565,6565,April,ST PAUL,apartment,159000
6566,6566,April,ST PAUL,apartment,345000
6567,6567,April,ST PAUL,apartment,159000
6568,6568,April,ST PAUL,apartment,115000
6569,6569,April,ST PAUL,apartment,150000
6570,6570,April,ST PAUL,apartment,100000
6571,6571,April,ST PAUL,apartment,232900
6572,6572,April,ST PAUL,apartment,195000
6573,6573,April,ST PAUL,apartment,130000
6574,6574,April,ST VENERA,apartment,106000
6575,6575,April,ST VENERA,house of character of character,310000
6576,6576,April,ST VENERA,maisonette,195000
6577,6577,April,ST VENERA,house of character of character,225000
6578,6578,April,ST VENERA,maisonette,159000
6579,6579,April,ST VENERA,apartment,158000
6580,6580,April,ST VENERA,townhouse,80000
6581,6581,April,ST VENERA,apartment,155000
6582,6582,April,SWATAR,house of character of character,395000
6583,6583,April,SWIEQI,villa,1200000
6584,6584,April,SWIEQI,apartment,250000
6585,6585,April,SWIEQI,apartment,260000
6586,6586,April,SWIEQI,apartment,525000
6587,6587,April,SWIEQI,apartment,275000
6588,6588,April,SWIEQI,penthouse,485000
6589,6589,April,SWIEQI,house of character of character,530000
6590,6590,April,SWIEQI,penthouse,315000
6591,6591,April,TAL IBRAĠ,apartment,360000
6592,6592,April,TAL IBRAĠ,apartment,320000
6593,6593,April,TAL IBRAĠ,villa,1400000
6594,6594,April,TAL IBRAĠ,villa,1420000
6595,6595,April,TAL IBRAĠ,apartment,340000
6596,6596,April,TAL IBRAĠ,villa,1000000
6597,6597,April,TAL IBRAĠ,apartment,275000
6598,6598,April,TAL IBRAĠ,apartment,310000
6599,6599,April,TAL IBRAĠ,apartment,310000
6600,6600,April,TAL IBRAĠ,house of character of character,530000
6601,6601,April,TARXIEN,house of character of character,280000
6602,6602,April,TARXIEN,apartment,116500
6603,6603,April,TARXIEN,apartment,122500
6604,6604,April,TARXIEN,apartment,130000
6605,6605,April,TARXIEN,apartment,135000
6606,6606,April,TARXIEN,apartment,133000
6607,6607,April,TARXIEN,townhouse,148000
6608,6608,April,TARXIEN,character,99000
6609,6609,April,THE,character,865000
6610,6610,April,THE,maisonette,435000
6611,6611,April,THE,villa,795000
6612,6612,April,VALLETTA,apartment,485000
6613,6613,April,VALLETTA,character,1888000
6615,6615,April,VALLETTA,townhouse,340000
6616,6616,April,VICTORIA,villa,1400000
6617,6617,April,VICTORIA,villa,1400000
6618,6618,April,VITTORIOSA,apartment,265000
6619,6619,April,VITTORIOSA,maisonette,155000
6620,6620,April,XEMXIJA,apartment,365000
6621,6621,April,XEMXIJA,apartment,175000
6622,6622,April,XGĦAJRA,apartment,106000
6623,6623,April,ŻABBAR,farmhouse,380000
6624,6624,April,ŻABBAR,house of character of character,292000
6625,6625,April,ŻABBAR,house of character of character,310000
6626,6626,April,ŻABBAR,townhouse,325000
6627,6627,April,ŻABBAR,apartment,143500
6628,6628,April,ŻABBAR,shop,58000
6629,6629,April,ŻABBAR,penthouse,134000
6630,6630,April,ŻABBAR,maisonette,299000
6631,6631,April,ŻABBAR,apartment,109000
6632,6632,April,ŻABBAR,apartment,155000
6633,6633,April,ŻABBAR,apartment,155000
6634,6634,April,ŻABBAR,house of character of character,310000
6635,6635,April,ŻABBAR,maisonette,225000
6636,6636,April,ŻABBAR,maisonette,155000
6637,6637,April,ŻEBBIEGĦ,apartment,180000
6638,6638,April,ŻEBBUĠ,character,539000
6639,6639,April,ŻEBBUĠ,apartment,115000
6640,6640,April,ŻEBBUĠ,apartment,215000
6641,6641,April,ŻEBBUĠ,character,945000
6642,6642,April,ŻEBBUĠ,house of character of character,210000
6643,6643,April,ŻEJTUN,townhouse,895000
6644,6644,April,ŻEJTUN,character,365000
6645,6645,April,ŻEJTUN,character,285000
6646,6646,April,ŻEJTUN,house of character of character,390000
6647,6647,April,ŻEJTUN,penthouse,158000
6648,6648,April,ŻEJTUN,character,130000
6649,6649,April,ŻEJTUN,penthouse,138500
6650,6650,April,ŻEJTUN,penthouse,169000
6651,6651,April,ŻURRIEQ,penthouse,138500
6652,6652,April,ŻURRIEQ,penthouse,305000
6653,6653,April,ŻURRIEQ,maisonette,228000
6654,6654,April,ŻURRIEQ,apartment,150000
6655,6655,April,ŻURRIEQ,maisonette,256000
6656,6656,April,MELLIEĦA,villa,1180000
6657,6657,April,QAWRA,apartment,365000
6658,6658,April,SWATAR,house of character of character,395000
6659,6659,April,BAĦAR IĊ-ĊAGĦAQ,penthouse,472500
6660,6660,April,SLIEMA,apartment,850000
6661,6661,April,ST JULIANS,apartment,500000
6662,6662,April,TAL IBRAĠ,apartment,310000
6663,6663,April,ST JULIANS,apartment,475000
6664,6664,April,ATTARD,apartment,265000
6665,6665,April,ATTARD,maisonette,330000
6666,6666,April,ATTARD,apartment,210000
