Date_Published,Locality,Type_of_Property,Price
August,SIĠĠIEWI,townhouse,250000
August,SLIEMA,maisonette,160000
August,SLIEMA,penthouse,326000
August,SLIEMA,apartment,390000
August,SLIEMA,,44000
August,SLIEMA,penthouse,475000
August,SLIEMA,apartment,319000
August,SLIEMA,penthouse,439000
August,SLIEMA,Apartment,306000
August,SLIEMA,penthouse,630000
August,SLIEMA,apartment,300000
August,SLIEMA,apartment,380000
August,SLIEMA,apartment,399000
August,SLIEMA,maisonette,155000
August,SLIEMA,,98000
August,SLIEMA,apartment,300000
August,SLIEMA,penthouse,447000
August,SLIEMA,apartment,255000
August,SLIEMA,apartment,632000
August,SLIEMA,,320000
August,SLIEMA,apartment,585000
August,SLIEMA,apartment,375000
August,SLIEMA,apartment,190000
August,SLIEMA,apartment,180000
August,SLIEMA,Penthouse,370000
August,SLIEMA,Penthouse,435000
August,SLIEMA,apartment,190000
August,SLIEMA,penthouse,326000
August,SLIEMA,apartments,180000
August,SLIEMA,apartment,750000
August,SLIEMA,apartments,850000
August,SLIEMA,apartment,599000
August,SLIEMA,,735000
August,SLIEMA,,850000
August,SLIEMA,apartment,650000
August,SLIEMA,apartment,390000
August,SLIEMA,townhouse,280
August,SLIEMA,townhouse,250000
August,SLIEMA,Townhouse,280000
August,SLIEMA,apartment,235000
August,SLIEMA,apartment,235000
August,SLIEMA,apartment,229000
August,SLIEMA,penthouse,415000
August,SLIEMA,townhouse,650000
August,ST JULIANS,apartment,298000
August,ST JULIANS,apartments,225000
August,ST JULIANS,plot,1550000
August,ST JULIANS,maisonette,265
August,ST JULIANS,apartment,185000
August,ST JULIANS,apartment,185000
August,ST JULIANS,apartment,
August,ST JULIANS,apartment,425000
August,ST JULIANS,apartment,170000
August,ST PAUL,maisonette,107000
August,ST PAUL,maisonettes,390000
August,ST PAUL,maisonette,105000
August,ST PAUL,apartment,115000
August,ST PAUL,apartment,165500
August,ST PAUL,maisonette,100000
August,ST PAUL,apartment,174000
August,ST PAUL,penthouse,145000
August,ST PAUL,penthouse,175000
August,ST PAUL,penthouse,185000
August,ST PAUL,Penthouse,215000
August,ST PAUL,apartments,174000
August,ST PAUL,maisonette,108000
August,ST VENERA,Apartment,119000
August,ST VENERA,house,190000
August,ST VENERA,penthouse,202000
August,ST VENERA,maisonette,148000
August,ST VENERA,maisonette,76000
August,ST VENERA,,39600
August,ST VENERA,house,175000
August,SWATAR,apartment,152000
August,SWATAR,apartment,165000
August,SWATAR,Apartment,100000
August,SWATAR,house,319000
August,SWATAR,maisonette,231000
August,SWIEQI,apartment,250000
August,SWIEQI,Apartment,285000
August,SWIEQI,Apartment,300000
August,SWIEQI,maisonettes,300000
August,SWIEQI,apartment,240000
August,SWIEQI,maisonette,285000
August,SWIEQI,apartment,275000
August,SWIEQI,maisonette,
August,SWIEQI,apartment,
August,SWIEQI,maisonette,285000
August,SWIEQI,maisonette,450000
August,SWIEQI,house,485000
August,TA,villa,
August,TAL IBRAĠ,,
August,TAL IBRAĠ,maisonette,310000
August,TAL IBRAĠ,house,477000
August,TAL IBRAĠ,maisonette,250000
August,TAL IBRAĠ,maisonette,280000
August,TAL IBRAĠ,villa,1100000
August,TAL IBRAĠ,apartments,247500
August,TAL IBRAĠ,penthouse,430000
August,TAL IBRAĠ,penthouse,520000
August,TAL IBRAĠ,maisonette,310000
August,TAL IBRAĠ,apartment,265000
August,TAL IBRAĠ,apartment,390000
August,TAL IBRAĠ,apartment,225000
August,TAL IBRAĠ,maisonette,340000
August,TARXIEN,townhouse,126000
August,TARXIEN,maisonette,96000
August,TAS,,495000
August,THE,,
August,TIGNÉ,apartment,2100000
August,TIGNÉ,apartment,750000
August,TWO,apartment,140000
August,VALLETTA,Maisonette,200000
August,VALLETTA,character,1300000
August,VALLETTA,bar,225000
August,VICTORIA,villa,675000
August,VITTORIOSA,character,220000
August,VITTORIOSA,,75000
August,XEMXIJA,apartment,265000
August,XEMXIJA,Penthouse,440000
August,XEMXIJA,apartment,388000
August,XGĦAJRA,maisonette,198975
August,ŻABBAR,house,240000
August,ŻABBAR,villa,327500
August,ŻABBAR,penthouse,105000
August,ŻABBAR,apartment,120000
August,ŻABBAR,apartment,89000
August,ŻEBBIEGĦ,apartment,134000
August,ŻEBBUĠ,apartment,155000
August,ŻEBBUĠ,maisonette,182000
August,ŻEBBUĠ,townhouse,330000
August,ŻEBBUĠ,townhouse,350000
August,ŻEBBUĠ,character,132300
August,ŻEBBUĠ,character,150000
August,ŻEJTUN,character,185000
August,ŻEJTUN,apartments,92000
August,ŻEJTUN,maisonette,150000
August,ŻEJTUN,maisonette,114000
August,ŻEJTUN,apartment,132000
August,ŻEJTUN,apartment,136000
August,ŻEJTUN,maisonette,168000
August,ŻEJTUN,,90000
August,ŻEJTUN,apartments,80000
August,ŻONQOR,apartment,135000
August,ATTARD,penthouse,215000
August,BIRKIRKARA,apartment,123000
August,GOZO GĦAJNSIELEM,townhouse,270000
August,GOZO GĦARB,character,295000
August,GOZO QALA,house,225000
August,MADLIENA,villa,1800000
August,MRIEHEL,apartment,95650
August,MTARFA,maisonette,
August,SWATAR,maisonette,295000
August,ATTARD,apartment,165000
August,GOZO MARSALFORN,apartment,105000
August,MADLIENA,apartment,254000
August,NAXXAR,apartment,129000
August,SLIEMA,apartment,550000
August,TAL IBRAĠ,maisonette,250000
August,ŻEBBUĠ,character,195000
August,ATTARD,villa,680000
August,GOZO MARSALFORN,maisonette,85000
August,GOZO XAGHRA,character,260000
August,GOZO XAGĦRA,apartment,165000
August,GOZO XAGĦRA,apartment,250000
August,ST PAUL,apartment,187000
September,GOZO MARSALFORN,apartment,105000
September,MOSTA,,275000
September,ATTARD,apartments,
September,ATTARD,villa,680000
September,ATTARD,apartment,175000
September,ATTARD,apartment,215000
September,ATTARD,maisonette,210000
September,ATTARD,bungalow,895000
September,ATTARD,apartment,225000
September,ATTARD,Maisonette,165000
September,ATTARD,maisonette,265000
September,ATTARD,Penthouse,270000
September,ATTARD,villa,385000
September,ATTARD,villa,511000
September,ATTARD,penthouse,270000
September,ATTARD,house,339000
September,ATTARD,house,440000
September,ATTARD,house,och440000
September,ATTARD,flat,500000
September,ATTARD,house,305000
September,BAĦAR IĊ-ĊAGĦAQ,penthouse,689000
September,BAĦAR IĊ-ĊAGĦAQ,,132000
September,BAĦAR IĊ-ĊAGĦAQ,maisonette,
September,BAĦAR IĊ-ĊAGĦAQ,villa,och840000
September,BAĦAR IĊ-ĊAGĦAQ,maisonette,229000
September,BAĦAR IĊ-ĊAGĦAQ,apartment,800/month
September,BAĦAR IĊ-ĊAGĦAQ,villa,650000
September,BAĦAR IĊ-ĊAGĦAQ,maisonette,229000
September,BALZAN,maisonette,295000
September,BALZAN,townhouse,1200000
September,BALZAN,character,295000
September,BALZAN,character,
September,BALZAN,apartment,155000
September,BIDNIJA,,1500000
September,BIRGUMA,villa,850000
September,BIRGUMA,,
September,BIRKIRKARA,penthouse,167000
September,BIRKIRKARA,apartment,117000
September,BIRKIRKARA,house,265000
September,BIRKIRKARA,character,320000
September,BIRKIRKARA,,280000
September,BIRKIRKARA,apartment,100000
September,BIRKIRKARA,penthouse,125000
September,BIRŻEBBUĠA,house,210000
September,BIRŻEBBUĠA,house,297000
September,BUĠIBBA,apartment,120000
September,BUĠIBBA,house,3000000
September,BUĠIBBA,apartment,och90000
September,BUĠIBBA,apartment,95000
September,BUĠIBBA,,88000
September,BUĠIBBA,apartment,145000
September,BUĠIBBA,Penthouse,380000
September,BUĠIBBA,,116000
September,BUĠIBBA,maisonette,132000
September,BUNGALOW,BUNGALOW,
September,COMMERCIAL,,
September,DINGLI,house,430000
September,DINGLI,maisonette,
September,DINGLI,apartment,och170000
September,DINGLI,house,175000
September,DINGLI,penthouse,135000
September,FGURA,apartment,90000
September,FGURA,maisonette,125000
September,FGURA,maisonette,89000
September,FGURA,apartments,97000
September,FGURA,flat,100000
September,FGURA,apartment,60000
September,FGURA,Plot,152000
September,FGURA,penthouse,179000
September,FLORIANA,,40000
September,FLORIANA,Maisonette,153600
September,FLORIANA,character,110000
September,FORT,apartment,725000
September,GĦADIRA,apartment,112000
September,GHADIRA,apartment,160000
September,GĦARGĦUR,apartment,195000
September,GĦARGĦUR,Maisonette,285000
September,GĦARGĦUR,apartment,145000
September,GĦARGĦUR,apartment,130000
September,GĦAXAQ,apartment,155000
September,GĦAXAQ,apartment,115000
September,GĦAXAQ,character,143
September,GOZO GĦAJNSIELEM,apartment,155000
September,GOZO GĦASRI,,
September,GOZO MARSALFORN,apartment,75000
September,GOZO MARSALFORN,apartment,105000
September,GOZO MARSALFORN,apartment,85000
September,GOZO MARSALFORN,apartment,70000
September,GOZO NADUR,House,158000
September,GOZO QALA,penthouse,150000
September,GOZO QALA,house,170000
September,GOZO SAN,house,349000
September,GOZO SAN,apartments,89000
September,GOZO SANNAT,farmhouse,400000
September,GOZO VICTORIA,maisonette,160000
September,GOZO VICTORIA,terraced,168000
September,GOZO XAGĦRA,farmhouse,280000
September,GOZO XAGĦRA,apartment,235000
September,GOZO XAGĦRA,house,180000
September,GOZO XEWKIJA,plot,160000
September,GOZO XLENDI,apartment,
September,GOZO XLENDI,,32000
September,GOZO XLENDI,apartment,210000
September,GOZO ŻEBBUĠ,penthouse,185000
September,GOZO ŻEBBUĠ,apartment,89000
September,GOZO Visit,,
September,GUARDAMANGIA,apartment,186000
September,GUARDAMANGIA,apartment,120000
September,GUDJA,apartment,104000
September,GUDJA,apartments,90000
September,GŻIRA,,115000
September,GŻIRA,,190000
September,GŻIRA,Apartment,179000
September,GŻIRA,Shop,420000
September,GŻIRA,maisonette,1100000
September,GŻIRA,apartment,172500
September,GŻIRA,apartment,165000
September,GŻIRA,apartment,och175000
September,GŻIRA,apartment,125000
September,GŻIRA,apartment,172500
September,ĦAMRUN,character,200000
September,ĦAMRUN,penthouse,320000
September,IKLIN,bungalow,1400000
September,IKLIN,bungalow,1400000
September,IKLIN,maisonette,210000
September,KAPPARA,villa,560000
September,KAPPARA,maisonette,220000
September,KAPPARA,villa,495000
September,KIRKOP,maisonette,119000
September,LIJA,townhouse,185000
September,LIJA,house,795000
September,LIJA,maisonette,235000
September,LIJA,bungalow,och1000000
September,LIJA,house,169600
September,LUQA,,325000
September,MADLIENA,apartment,
September,MADLIENA,,1300000
September,MADLIENA,apartment,247000
September,MADLIENA,apartments,760000
September,MARSASCALA,,
September,MARSASCALA,maisonette,165000
September,MARSASCALA,penthouse,230000
September,MARSASCALA,apartment,88000
September,MARSASCALA,apartment,900000
September,MARSASCALA,maisonette,155000
September,MARSASCALA,villa,750000
September,MARSASCALA,,102000
September,MARSASCALA,maisonette,219000
September,MARSASCALA,apartment,106000
September,MARSASCALA,maisonette,201500
September,MARSASCALA,apartment,111500
September,MARSASCALA,apartment,197000
September,MARSASCALA,maisonette,127500
September,MARSASCALA,maisonette,155000
September,MARSASCALA,Maisonette,165000
September,MARSASCALA,apartment,83500
September,MARSASCALA,penthouse,150000
September,MARSASCALA,apartment,
September,MARSASCALA,penthouse,146000
September,MARSASCALA,house,286200
September,MARSAXLOKK,villa,458000
September,MARSAXLOKK,maisonette,250000
September,MELLIEĦA,,235000
September,MELLIEĦA,maisonette,
September,MELLIEĦA,maisonette,172000
September,MELLIEĦA,maisonette,och160000
September,MELLIEĦA,,148000
September,MELLIEĦA,penthouse,265000
September,MELLIEĦA,apartment,135000
September,MELLIEĦA,apartment,250000
September,MELLIEĦA,house,350000
September,MELLIEĦA,maisonette,240000
September,MELLIEĦA,apartment,123500
September,MELLIEĦA,penthouse,230000
September,MELLIEĦA,maisonette,175000
September,MĠARR,penthouse,
September,MĠARR,farmhouse,
September,MĠARR,apartment,168000
September,MĠARR,penthouse,198000
September,MĠARR,apartment,170000
September,MĠARR,maisonette,223000
September,MOSTA,,220000
September,MOSTA,penthouse,112000
September,MOSTA,maisonette,210000
September,MOSTA,penthouse,215000
September,MOSTA,Farmhouse,675000
September,MOSTA,apartment,165000
September,MOSTA,character,och360000
September,MOSTA,house,325000
September,MOSTA,character,238000
September,MOSTA,house,
September,MOSTA,apartment,178000
September,MOSTA,Maisonette,225000
September,MOSTA,penthouse,298000
September,MOSTA,maisonette,och185000
September,MOSTA,,275000
September,MOSTA,maisonette,165000
September,MOSTA,penthouse,133
September,MOSTA,townhouse,och300000
September,MOSTA,maisonette,175000
September,MOSTA,apartment,148000
September,MOSTA,apartment,139000
September,MOSTA,penthouse,180000
September,MRIEHEL,apartment,124500
September,MSIDA,apartment,98800
September,MSIDA,apartment,115000
September,MSIDA,apartments,150000
September,MSIDA,maisonettes,119000
September,MSIDA,apartments,265000
September,MSIDA,apartment,120000
September,MSIDA,apartment,220000
September,MSIDA,townhouse,288000
September,NAXXAR,character,266000
September,NAXXAR,apartment,149000
September,NAXXAR,house,372000
September,NAXXAR,character,375000
September,NAXXAR,Apartments,112000
September,NAXXAR,,
September,NAXXAR,character,265000
September,NAXXAR,house,320000
September,NAXXAR,apartment,115000
September,NAXXAR,apartment,190000
September,NAXXAR,character,279000
September,NAXXAR,apartment,149000
September,NAXXAR,,84000
September,NAXXAR,penthouse,465000
September,NAXXAR,character,545000
September,NAXXAR,apartments,124000
September,PAOLA,house,200000
September,PAOLA,,35000
September,PAOLA,townhouse,145000
September,PAOLA,penthouse,130000
September,PAOLA,apartments,104000
September,PIETÀ,apartments,80000
September,PIETÀ,apartment,och160000
September,PIETÀ,Shop,85000
September,PIETÀ,house,310000
September,PIETÀ,townhouse,145000
September,PORTOMASO,apartment,640000
September,PORTOMASO,apartment,
September,PWALES,flat,120000
September,QAWRA,,108000
September,QAWRA,apartments,75500
September,QAWRA,Bungalow,500000
September,QAWRA,apartment,och116000
September,QAWRA,,75000
September,QAWRA,maisonette,95000
September,QAWRA,,217000
September,QAWRA,house,
September,QAWRA,penthouse,220000
September,QAWRA,apartments,115000
September,QORMI,apartment,116000
September,QORMI,maisonette,188000
September,QORMI,Penthouse,100000
September,QORMI,house,240000
September,QRENDI,house,185000
September,QRENDI,townhouse,395000
September,QRENDI,character,99000
September,RABAT,villa,555000
September,RABAT,villa,555000
September,RABAT,character,155000
September,RABAT,character,
September,RABAT,plot,och215000
September,RABAT,penthouse,
September,SALINA,farmhouse,675000
September,SALINA,,
September,SAN ĠWANN,penthouse,380000
September,SAN ĠWANN,apartment,150000
September,SAN ĠWANN,apartment,och98000
September,SAN ĠWANN,apartment,125000
September,SAN PAWL,maisonette,240000
September,SAN PAWL,villa,2
September,SAN PAWL,maisonette,205000
September,SAN PAWL,villa,755000
September,SAN PAWL,villa,925000
September,SAN PAWL,bungalow,1450000
September,SENGLEA,,850000
September,SENGLEA,apartments,1000000
September,SIĠĠIEWI,,115000
September,SIĠĠIEWI,townhouse,150000
September,SIĠĠIEWI,penthouse,140000
September,SIĠĠIEWI,apartment,100000
September,SIĠĠIEWI,,17000
September,SIĠĠIEWI,character,580000
September,SIĠĠIEWI,house,355000
September,SIĠĠIEWI,Townhouse,210000
September,SIĠĠIEWI,farmhouse,
September,SLIEMA,apartment,375000
September,SLIEMA,apartment,380000
September,SLIEMA,Penthouse,950000
September,SLIEMA,,225000
September,SLIEMA,apartment,472500
September,SLIEMA,apartment,1100000
September,SLIEMA,Apartment,239000
September,SLIEMA,townhouse,179000
September,SLIEMA,apartment,180000
September,SLIEMA,apartment,306000
September,SLIEMA,apartment,235000
September,SLIEMA,apartments,248000
September,SLIEMA,apartment,239000
September,SLIEMA,Penthouse,370000
September,SLIEMA,Penthouse,250000
September,SLIEMA,apartment,599000
September,SLIEMA,apartment,1700000
September,SLIEMA,apartment,650000
September,SLIEMA,penthouse,799000
September,SLIEMA,penthouse,1150000
September,SLIEMA,,380000
September,SLIEMA,apartment,320000
September,SLIEMA,penthouse,3100000
September,SLIEMA,apartment,
September,SPACIOUS,TOWNHOUSE,297500
September,ST JULIANS,,115000
September,ST JULIANS,,285000
September,ST JULIANS,apartment,132375
September,ST JULIANS,apartment,310000
September,ST JULIANS,Apartment,229000
September,ST JULIANS,maisonette,220000
September,ST JULIANS,penthouse,440000
September,ST JULIANS,apartment,275000
September,ST JULIANS,apartments,160000
September,ST JULIANS,penthouse,220000
September,ST JULIANS,apartment,395000
September,ST JULIANS,,185000
September,ST JULIANS,,190000
September,ST PAUL,apartment,585000
September,ST PAUL,maisonettes,390000
September,ST PAUL,apartment,352000
September,ST PAUL,penthouse,200000
September,ST PAUL,maisonette,380000
September,ST PAUL,apartment,115000
September,ST PAUL,penthouse,175000
September,ST PAUL,maisonette,och370000
September,ST PAUL,penthouse,och215000
September,ST PAUL,,och215000
September,ST PAUL,Penthouse,
September,ST PAUL,Penthouse,och128000
September,ST PAUL,apartment,265000
September,ST PAUL,,260000
September,ST PAUL,apartments,124000
September,ST PAUL,penthouse,och210000
September,ST PAUL,apartment,145000
September,ST PAUL,apartments,och175000
September,ST VENERA,apartment,115000
September,ST VENERA,Apartment,119000
September,ST VENERA,maisonette,215000
September,ST VENERA,Maisonette,95000
September,ST VENERA,flat,110000
September,ST VENERA,shop,och185000
September,SWATAR,maisonette,231000
September,SWATAR,apartment,
September,SWATAR,maisonette,189000
September,SWIEQI,apartment,250000
September,SWIEQI,apartments,300000
September,SWIEQI,Apartment,240000
September,SWIEQI,maisonette,
September,SWIEQI,maisonette,430000
September,SWIEQI,maisonette,250000
September,SWIEQI,penthouse,260000
September,SWIEQI,maisonette,285000
September,SWIEQI,maisonette,285000
September,SWIEQI,flat,
September,SWIEQI,penthouse,275
September,TA,,155000
September,TA,,235000
September,TA,apartment,135000
September,TAL IBRAĠ,maisonette,310000
September,TAL IBRAĠ,penthouse,265000
September,TAL IBRAĠ,apartment,320000
September,TAL IBRAĠ,penthouse,430000
September,TAL IBRAĠ,apartments,247500
September,TAL IBRAĠ,,280000
September,TAL VIRTÙ,villa,1200000
September,TARXIEN,apartments,89500
September,TARXIEN,apartment,105000
September,TARXIEN,apartment,99000
September,TARXIEN,apartment,95400
September,TARXIEN,Townhouse,106000
September,THE,villa,420000
September,THREE,apartment,640000
September,TIGNÉ,apartment,750000
September,TIGNÉ,apartment,550000
September,VALLETTA,character,1300000
September,VALLETTA,Maisonette,200000
September,VALLETTA,bar,225000
September,VICTORIA,villa,659000
September,VICTORIA,plot,1500000
September,VITTORIOSA,Character,220000
September,VITTORIOSA,character,275000
September,XEMXIJA,apartment,150000
September,XEMXIJA,apartments,115000
September,XEMXIJA,apartment,348000
September,XEMXIJA,maisonette,125000
September,XEMXIJA,apartment,387000
September,ŻABBAR,house,240000
September,ŻABBAR,villa,327500
September,ŻABBAR,Penthouse,89000
September,ŻEBBIEGĦ,apartment,160000
September,ŻEBBUĠ,,70/sqm
September,ŻEBBUĠ,apartment,155000
September,ŻEBBUĠ,character,575000
September,ŻEBBUĠ,character,och299000
September,ŻEBBUĠ,maisonette,
September,ŻEBBUĠ,character,800000
September,ŻEBBUĠ,apartment,220000
September,ŻEBBUĠ,townhouse,94000
September,ŻEBBUĠ,apartment,180000
September,ŻEBBUĠ,Townhouse,150000
September,ŻEBBUĠ,character,132300
September,ŻEJTUN,,80000
September,ŻEJTUN,Maisonette,114000
September,ŻEJTUN,apartments,80000
September,ŻEJTUN,Plot,210000
September,ŻEJTUN,townhouse,
September,ŻURRIEQ,Maisonette,180000
September,ŻURRIEQ,maisonette,175000
September,GOZO MARSALFORN,apartment,115000
September,LIJA,house,370000
September,SLIEMA,apartment,350000
September,BUNGALOW,BUNGALOW,500000
September,GOZO QALA,penthouse,150000
September,GOZO SAN,house,349000
September,BALZAN,apartment,105000
September,GOZO XAGĦRA,apartment,259000
September,SLIEMA,apartment,750000
September,ATTARD,villa,680000
September,ATTARD,penthouse,169000
September,BALZAN,flat,148
September,BIRGUMA,villa,
September,BIRKIRKARA,flat,110000
September,BIRKIRKARA,penthouse,125000
September,FGURA,apartment,100000
September,KAPPARA,villa,560000
September,MADLIENA,apartment,242000
September,MARSASCALA,apartment,128000
September,PAOLA,maisonette,78000
September,QAWRA,,108000
September,SLIEMA,apartment,550000
September,TARXIEN,Plot,350000
September,VALLETTA,townhouse,660000
September,XEMXIJA,,70000
September,250SQM,,41000
September,BUSKETT,Bungalow,500000
September,BUSKETT,,55000
September,KAPPARA,maisonette,220000
September,MDINA,house,290000
September,MSIDA,townhouse,
September,QORMI,character,330000
September,ATTARD,villa,
September,ATTARD,maisonette,21000
September,ATTARD,villa,500000
September,ATTARD,villa,385000
September,ATTARD,apartment,152000
September,ATTARD,maisonette,220000
September,ATTARD,townhouse,230000
September,ATTARD,character,320000
September,ATTARD,penthouse,270000
September,ATTARD,apartment,225000
September,ATTARD,Maisonette,145000
September,ATTARD,Maisonette,220000
September,ATTARD,maisonette,245000
September,ATTARD,Plot,440000
September,ATTARD,,38000
September,ATTARD,maisonette,208650
September,ATTARD,House,260000
September,ATTARD,character,230000
September,ATTARD,character,350000
September,BAĦAR IĊ-ĊAGĦAQ,,275000
September,BAĦAR IĊ-ĊAGĦAQ,apartment,196000
September,BAĦRIJA,Plot,
September,BALZAN,maisonette,295000
September,BALZAN,character,480000
September,BALZAN,townhouse,
September,BALZAN,apartment,160000
September,BALZAN,house,350000
September,BIDNIJA,Farmhouse,1200000
September,BIRGUMA,villa,
September,BIRKIRKARA,Apartment,115000
September,BIRKIRKARA,apartment,100000
September,BIRKIRKARA,apartments,100000
September,BIRKIRKARA,house,265000
September,BIRKIRKARA,character,320000
September,BIRKIRKARA,Maisonette,165000
September,BIRKIRKARA,flat,110000
September,BIRKIRKARA,,82000
September,BIRKIRKARA,house,230000
September,BIRKIRKARA,character,160000
September,BIRKIRKARA,character,185000
September,BIRŻEBBUĠA,apartment,105000
September,BIRŻEBBUĠA,maisonette,128000
September,BIRŻEBBUĠA,house,210000
September,BUĠIBBA,penthouse,99000
September,BUĠIBBA,apartment,120000
September,BUĠIBBA,,1365000
September,BUĠIBBA,Apartment,159000
September,BUĠIBBA,apartments,3000000
September,BUĠIBBA,apartment,120000
September,BUĠIBBA,penthouse,320000
September,BUĠIBBA,apartment,95000
September,BUĠIBBA,flat,95000
September,COSPICUA,character,138000
September,DINGLI,apartment,170000
September,DINGLI,house,175000
September,DINGLI,penthouse,135000
September,FGURA,apartment,105000
September,FGURA,maisonette,89000
September,FGURA,Maisonette,175000
September,FGURA,flat,100000
September,FGURA,apartments,96000
September,FGURA,apartments,95500
September,FORT,,29000
September,FORT,apartment,725000
September,GĦADIRA,apartment,112000
September,GĦARGĦUR,character,395000
September,GĦARGĦUR,maisonette,285000
September,GĦARGĦUR,maisonette,
September,GĦARGĦUR,maisonette,181500
September,GĦARGĦUR,maisonette,185000
September,GĦARGĦUR,maisonette,
September,GĦAXAQ,apartment,115000
September,GĦAXAQ,,125000
September,GOZO GĦAJNSIELEM,apartment,155000
September,GOZO GĦAJNSIELEM,house,220000
September,GOZO GĦASRI,house,270000
September,GOZO MARSALFORN,apartment,75000
September,GOZO MUNXAR,apartments,65000
September,GOZO NADUR,apartment,110000
September,GOZO QALA,penthouse,133000
September,GOZO QALA,house,170000
September,GOZO SAN,character,430000
September,GOZO SAN,apartments,89000
September,GOZO SANNAT,character,420000
September,GOZO SANNAT,Penthouse,110000
September,GOZO VICTORIA,bar,295000
September,GOZO XAGĦRA,plot,210000
September,GOZO XAGĦRA,apartment,
September,GOZO XAGĦRA,farmhouse,280000
September,GOZO XAGĦRA,Plot,120000
September,GOZO XLENDI,bar,
September,GOZO XLENDI,,350000
September,GOZO ŻEBBUĠ,apartment,89000
September,GOZO Visit,house,
September,GUARDAMANGIA,penthouse,340000
September,GUARDAMANGIA,apartment,160000
September,GUDJA,house,249000
September,GUDJA,house,240000
September,GUDJA,,35000
September,GUDJA,Townhouse,385000
September,GUDJA,apartments,90000
September,GŻIRA,Penthouse,150000
September,GŻIRA,shop,115000
September,GŻIRA,,
September,GŻIRA,Townhouse,215000
September,GŻIRA,apartment,190000
September,GŻIRA,maisonette,
September,GŻIRA,apartment,380000
September,GŻIRA,apartment,189000
September,ĦAL,,123000
September,ĦAMRUN,shop,
September,ĦAMRUN,maisonette,105000
September,IKLIN,house,415000
September,IKLIN,house,390000
September,KALKARA,apartment,98000
September,KAPPARA,apartment,345000
September,KAPPARA,Maisonette,450000
September,KAPPARA,Penthouse,600000
September,LIJA,maisonette,235000
September,LIJA,bungalow,och1000000
September,LUQA,,325000
September,LUQA,apartment,126000
September,MADLIENA,apartment,589500
September,MADLIENA,maisonette,375000
September,MADLIENA,,849000
September,MARSASCALA,maisonette,111000
September,MARSASCALA,penthouse,230000
September,MARSASCALA,,97000
September,MARSASCALA,apartments,340000
September,MARSASCALA,apartment,70000
September,MARSASCALA,penthouse,145000
September,MARSASCALA,maisonette,201500
September,MARSASCALA,maisonette,127500
September,MARSASCALA,apartment,78000
September,MARSASCALA,house,298000
September,MARSASCALA,,179500
September,MARSASCALA,apartment,116000
September,MARSASCALA,house,281500
September,MARSASCALA,maisonette,170000
September,MARSASCALA,apartments,
September,MARSAXLOKK,,
September,MELLIEĦA,apartment,145000
September,MELLIEĦA,maisonette,235000
September,MELLIEĦA,Bungalow,1175000
September,MELLIEĦA,apartment,138000
September,MELLIEĦA,penthouse,280000
September,MELLIEĦA,maisonette,175000
September,MELLIEĦA,maisonette,234000
September,MELLIEĦA,apartment,148000
September,MELLIEĦA,maisonette,320000
September,MELLIEĦA,maisonette,160000
September,MELLIEĦA,maisonette,167000
September,MELLIEĦA,apartment,250000
September,MELLIEĦA,apartment,123500
September,MELLIEĦA,apartment,150000
September,MELLIEĦA,penthouse,230000
September,MELLIEĦA,apartment,149000
September,MELLIEĦA,maisonette,145000
September,MĠARR,apartment,168000
September,MĠARR,penthouse,198000
September,MĠARR,apartment,168000
September,MĠARR,apartment,170000
September,MONTE,villa,550000
September,MOSTA,bungalow,600000
September,MOSTA,maisonette,255000
September,MOSTA,apartment,155000
September,MOSTA,apartment,155000
September,MOSTA,penthouse,184000
September,MOSTA,apartment,215000
September,MOSTA,house,
September,MOSTA,character,238000
September,MOSTA,apartment,178000
September,MOSTA,character,485000
September,MOSTA,maisonette,185000
September,MOSTA,apartment,125000
September,MOSTA,character,
September,MOSTA,Penthouse,185000
September,MOSTA,Penthouse,180000
September,MOSTA,character,659000
September,MOSTA,penthouse,112000
September,MOSTA,apartment,240000
September,MOSTA,apartment,150000
September,MOSTA,maisonette,105000
September,MOSTA,maisonettes,
September,MRIEĦEL,warehouse,375000
September,MSIDA,apartment,98800
September,MSIDA,apartment,162000
September,MSIDA,,120000
September,MTARFA,apartment,135000
September,NAXXAR,house,320000
September,NAXXAR,character,375000
September,NAXXAR,penthouse,960000
September,NAXXAR,character,265000
September,NAXXAR,apartment,115000
September,NAXXAR,townhouse,400000
September,NAXXAR,,84000
September,NAXXAR,character,350000
September,NAXXAR,apartment,232000
September,NAXXAR,penthouse,145000
September,NAXXAR,penthouse,465000
September,NAXXAR,maisonette,139000
September,NAXXAR,Townhouse,400000
September,NAXXAR,character,
September,NAXXAR,maisonettes,
September,PAOLA,apartments,104000
September,PAOLA,character,132500
September,PEMBROKE,maisonette,280000
September,PIETÀ,apartments,135000
September,PIETÀ,apartment,116000
September,PIETÀ,house,340000
September,PIETÀ,apartment,125000
September,PORTOMASO,apartment,1250000
September,PWALES,apartment,115000
September,QAWRA,apartment,87500
September,QAWRA,apartment,196000
September,QAWRA,apartment,180000
September,QAWRA,apartment,135000
September,QAWRA,apartment,265000
September,QAWRA,maisonette,227900
September,QAWRA,apartment,215000
September,QAWRA,flat,150000
September,QAWRA,apartment,135000
September,QAWRA,apartment,87000
September,QAWRA,apartment,117000
September,QAWRA,maisonette,217000
September,QAWRA,apartment,132500
September,QAWRA,penthouse,220000
September,QAWRA,penthouse,265000
September,QAWRA,,87500
